Adresa;Adresa interní;Městská část;GPS lat;GPS lon;vyska;Typ zdroje;Systém;Popis
Pavlovská 5a;PK K5/1 Pavlovská;Kohoutovice;49.1892192;16.5303883;399.8;PK;PDSPav12;PDS Pavlovska 12
Pavlovská 5a;PK K5/1 Pavlovská;Kohoutovice;49.1892192;16.5303883;399.8;PK;PDSPav18;PDS Pavlovska 18
Pavlovská 5a;PK K5/1 Pavlovská;Kohoutovice;49.1892192;16.5303883;399.8;PK;PDSPav20;PDS Pavlovska 20
Pavlovská 5a;PK K5/1 Pavlovská;Kohoutovice;49.1892192;16.5303883;399.8;PK;K5PavMT;Měření K5 Pavlovská
Pavlovská 5a;PK K5/1 Pavlovská;Kohoutovice;49.1892192;16.5303883;399.8;PK;Pavl01MT;Měření Pavlovská liché
Pavlovská 5a;PK K5/1 Pavlovská;Kohoutovice;49.1892192;16.5303883;399.8;PK;Pavl02MT;Měření Pavlovská sudé
Pěkná 44a;PKA Pěkná 44a;Chrlice;49.1301158;16.6539494;200.0;PK;A_PekKOT;A Pěkná kotle
Pěkná 44a;PKA Pěkná 44a;Chrlice;49.1301158;16.6539494;200.0;PK;A_PekSTR;Strojovna A Pěkná
Pěkná 44a;PKA Pěkná 44a;Chrlice;49.1301158;16.6539494;200.0;PK;A_PekMT;Měření A Pěkná
Plevova 1;VS Plevova 13;Žabovřesky;49.2214211;16.5698369;263.8;HV;VPl13STR;Strojovna Plevova 13
Plevova 1;VS Plevova 13;Žabovřesky;49.2214211;16.5698369;263.8;HV;VPl13MT;Měření Plevova 13
Plevova 3;VS Plevova 3;Žabovřesky;49.2201867;16.5692842;260.3;HV;VPle3STR;Strojovna Plevova 3
Plevova 3;VS Plevova 3;Žabovřesky;49.2201867;16.5692842;260.3;HV;VPle3MT;Měření Plevova 3
Plevova 5;VS Plevova5+7,9;Žabovřesky;49.2204753;16.5694414;259.8;HV;VPle5STR;Strojovna Plevova5+7,9
Plevova 5;VS Plevova5+7,9;Žabovřesky;49.2204753;16.5694414;259.8;HV;VPle5MT;Měření Plevova5+7,9
Plovdivská 1;VS Plovdivská 1;Žabovřesky;49.2187978;16.5815144;252.7;HV;VsPl1STR;Strojovna Plovdivská 1
Plovdivská 1;VS Plovdivská 1;Žabovřesky;49.2187978;16.5815144;252.7;HV;VsPl1MT;Měření Plovdivská 1
Plovdivská 2;VS Plovdivská 2;Žabovřesky;49.2186333;16.5805581;250.0;HV;VsPl2STR;Strojovna Plovdivská 2
Plovdivská 2;VS Plovdivská 2;Žabovřesky;49.2186333;16.5805581;250.0;HV;VsPl2MT;Měření Plovdivská 2
Plovdivská 3;VS Plovdivská 3;Žabovřesky;49.2184350;16.5815100;251.4;HV;VsPl3STR;Strojovna Plovdivská 3
Plovdivská 3;VS Plovdivská 3;Žabovřesky;49.2184350;16.5815100;251.4;HV;VsPl3MT;Měření Plovdivská 3
Plovdivská 4;VS Plovdivská 4;Žabovřesky;49.2184358;16.5807242;248.9;HV;VsPl4STR;Strojovna Plovdivská 4
Plovdivská 4;VS Plovdivská 4;Žabovřesky;49.2184358;16.5807242;248.9;HV;VsPl4MT;Měření Plovdivská 4
Plovdivská 5;VS Plovdivská 5;Žabovřesky;49.2182386;16.5816797;251.4;HV;VsPl5STR;Strojovna Plovdivská 5
Plovdivská 5;VS Plovdivská 5;Žabovřesky;49.2182386;16.5816797;251.4;HV;VsPl5MT;Měření Plovdivská 5
Plovdivská 6;MŠ Plovdivská 6;Žabovřesky;49.2179464;16.5806233;245.8;HV;MsPl6STR;Stroj. MŠ Plovdivská 6
Plovdivská 6;MŠ Plovdivská 6;Žabovřesky;49.2179464;16.5806233;245.8;HV;MsPl6MT;Měření MŠ Plovdivská 6
Plovdivská 7;VS Plovdivská 7;Žabovřesky;49.2178964;16.5814328;249.3;HV;VsPl7STR;Strojovna Plovdivská 7
Plovdivská 7;VS Plovdivská 7;Žabovřesky;49.2178964;16.5814328;249.3;HV;VsPl7MT;Měření Plovdivská 7
Polívkova 12;PKKR10 Polívkov.12;Řečkovice;49.2432561;16.5781006;282.0;PK;K10PoKOT;Kotle KR10 Polívkova
Polívkova 12;PKKR10 Polívkov.12;Řečkovice;49.2432561;16.5781006;282.0;PK;K10PoSTR;Strojovna KR10 Polívkova
Polívkova 12;PKKR10 Polívkov.12;Řečkovice;49.2432561;16.5781006;282.0;PK;K10PoMT;Měření KR10 Polívkova
Polívkova 12;PKKR10 Polívkov.12;Řečkovice;49.2432561;16.5781006;282.0;PK;K10PoPS1;Hrušk,Brosk,Suzova,Poliv
Polívkova 12;PKKR10 Polívkov.12;Řečkovice;49.2432561;16.5781006;282.0;PK;PoPS1MT;Měření Hruškova,Broskvoň
Polívkova 12;PKKR10 Polívkov.12;Řečkovice;49.2432561;16.5781006;282.0;PK;PoPS2MT;Měření Polívkova,Suzova
Polní 13-19;VS Polní 13-19;Štýřice;49.1841533;16.5990581;203.0;HV;VSP13STR;Strojovna Polní 13-19
Polní 13-19;VS Polní 13-19;Štýřice;49.1841533;16.5990581;203.0;HV;VSP13MT;Měření Polní 13-19
Poříčí 41;VS Poříčí 41;Staré Brno;49.1856506;16.6004414;201.8;PV;VSPorKOT;Ohřívače VS Porici 41
Poříčí 41;VS Poříčí 41;Staré Brno;49.1856506;16.6004414;201.8;PV;VSPorSTR;Strojovna VS Porici 41
Poříčí 41;VS Poříčí 41;Staré Brno;49.1856506;16.6004414;201.8;PV;VSPorMT;Měření VS Porici 41
Poštovská 3/5;VS Poštovská 3/5;Střed;49.1947794;16.6103747;223.8;HV;Pos_3STR;Stroj. Postovská 3
Poznaňská 1;VS Poznaňská 18;Žabovřesky;49.2176367;16.5790533;239.9;HV;VPo18STR;Strojovna Poznaňská 18
Poznaňská 1;VS Poznaňská 18;Žabovřesky;49.2176367;16.5790533;239.9;HV;VsPo18MT;Měření Poznaňská 18
Poznaňská 2;VS Poznaňská 24;Žabovřesky;49.2170533;16.5793408;239.7;HV;VPo24STR;Strojovna Poznaňská 24
Poznaňská 2;VS Poznaňská 24;Žabovřesky;49.2170533;16.5793408;239.7;HV;VsPo24MT;Měření Poznaňská 24
Poznaňská 3;VS Poznaňská 3;Žabovřesky;49.2185894;16.5798697;246.5;HV;VPo03STR;Strojovna Poznaňská 3
Poznaňská 3;VS Poznaňská 3;Žabovřesky;49.2185894;16.5798697;246.5;HV;VsPo03MT;Měření Poznaňská 3
Poznaňská 4;VS Poznaňská 4;Žabovřesky;49.2189639;16.5792811;246.4;HV;VPo04STR;Strojovna Poznaňská 4
Poznaňská 4;VS Poznaňská 4;Žabovřesky;49.2189639;16.5792811;246.4;HV;VsPo04MT;Měření Poznaňská 4
Poznaňská 5;VS Poznaňská 5;Žabovřesky;49.2183881;16.5797014;244.9;HV;VPo05STR;Strojovna Poznaňská 5
Poznaňská 5;VS Poznaňská 5;Žabovřesky;49.2183881;16.5797014;244.9;HV;VsPo05MT;Měření Poznaňská 5
Poznaňská 6;VS Poznaňská 6;Žabovřesky;49.2187631;16.5791044;245.1;HV;VPo06STR;Strojovna Poznaňská 6
Poznaňská 6;VS Poznaňská 6;Žabovřesky;49.2187631;16.5791044;245.1;HV;VsPo06MT;Měření Poznaňská 6
Poznaňská 7;VS Poznaňská 7;Žabovřesky;49.2181928;16.5798750;244.9;HV;VPo07STR;Strojovna Poznaňská 7
Poznaňská 7;VS Poznaňská 7;Žabovřesky;49.2181928;16.5798750;244.9;HV;VsPo07MT;Měření Poznaňská 7
Poznaňská 8;VS Poznaňská 8;Žabovřesky;49.2185617;16.5789461;243.6;HV;VPo08STR;Strojovna Poznaňská 8
Poznaňská 8;VS Poznaňská 8;Žabovřesky;49.2185617;16.5789461;243.6;HV;VsPo08MT;Měření Poznaňská 8
Poznaňská 9;VS Poznaňská 9;Žabovřesky;49.2180011;16.5797092;244.0;HV;VPo09STR;Strojovna Poznaňská 9
Poznaňská 9;VS Poznaňská 9;Žabovřesky;49.2180011;16.5797092;244.0;HV;VsPo09MT;Měření Poznaňská 9
Pražákova 69;VS AZ tower;Štýřice;49.175885;16.605527;200.8;HV;VSAZ1STR;Str.AZ-VS1 STII+STIII
Pražákova 69;VS AZ tower;Štýřice;49.175885;16.605527;200.8;HV;VSAZ2STR;Str.AZ-VS2 STI+NADRZ
Pražákova 69;VS AZ tower;Štýřice;49.175885;16.605527;200.8;HV;VSAZ3STR;Str.AZ-VS3 TVproVZT
Pražákova 69;VS AZ tower;Štýřice;49.175885;16.605527;200.8;HV;VSAZ__MT;Mereni AZ
Prostějovská 20;PK7 Prostějovs.20;Slatina;49.1809825;16.6897094;279.8;PK;PK7PrKOT;PK7 Prostě. kotle
Prostějovská 20;PK7 Prostějovs.20;Slatina;49.1809825;16.6897094;279.8;PK;PK7PrSTR;PK7 Prostě. strojovna
Prostějovská 20;PK7 Prostějovs.20;Slatina;49.1809825;16.6897094;279.8;PK;PK7PrVZT;PK7 Prostě. VZT
Provazníkova 46;PK Provazníkov.46;Černá Pole;49.2164903;16.6286594;242.4;HV;PKPrvKOT;PK Provazníkova 46 kot.
Provazníkova 46;PK Provazníkov.46;Černá Pole;49.2164903;16.6286594;242.4;HV;PKPrvSTR;PK Provazníkova 46 Str.
Pšeník 1;VS MŠ Pšeník 18;Štýřice;49.1730872;16.5952856;225.1;HV;VSP18STR;Stroj. MŠ Pšeník 28
Pšeník 1;VS MŠ Pšeník 18;Štýřice;49.1730872;16.5952856;225.1;HV;VSP18MT;Měření MŠ Pšeník 28
Pšeník 9;VS Pšeník 9;Štýřice;49.1732503;16.5958378;221.6;HV;VSPs9STR;Stroj. Pšeník 9 pro 3-13
Pšeník 9;VS Pšeník 9;Štýřice;49.1732503;16.5958378;221.6;HV;VSPs9MT;Měření Pšeník 9 pro 3-13
Puchýřova 13;VS13 Puchýřova 4;Líšeň;49.2040003;16.6848069;320.5;HV;V13PuKOT;Kotle VS13 Puchýřova
Radnická 1;VS Radnická 11;Střed;49.1929308;16.6090383;225.6;HV;Rad11STR;Stroj. Radnická 11
Renčova 17a;PKV3 Renčova 17a;Řečkovice;49.2483239;16.5747011;304.4;PK;V3RenKOT;Kotle V3 Renčova
Renčova 17a;PKV3 Renčova 17a;Řečkovice;49.2483239;16.5747011;304.4;PK;V3RenSTR;Strojovna V3 Renčova
Renčova 18a;PKV1 Renčova 18a;Řečkovice;49.2429258;16.5863528;250.2;PK;V1RenKOT;Kotle V1 Renčova
Renčova 18a;PKV1 Renčova 18a;Řečkovice;49.2429258;16.5863528;250.2;PK;V1RenSTR;Strojovna V1 Renčova
Renčova 18a;PKV1 Renčova 18a;Řečkovice;49.2429258;16.5863528;250.2;PK;V1RenPS1;PDS Renčova DSP
Renčova 18a;PKV1 Renčova 18a;Řečkovice;49.2429258;16.5863528;250.2;PK;Re1PS1MT;Měření Renčova DSP
Renčova 32a;PKV2 Renčova 32a;Řečkovice;49.2466886;16.5756956;296.7;PK;V2RenKOT;Kotle V2 Renčova
Renčova 32a;PKV2 Renčova 32a;Řečkovice;49.2466886;16.5756956;296.7;PK;V2RenSTR;Strojovna V2 Renčova
Renčova 32a;PKV2 Renčova 32a;Řečkovice;49.2466886;16.5756956;296.7;PK;V2RenMT;Měření V2 Renčova
Renčova 32a;PKV2 Renčova 32a;Řečkovice;49.2466886;16.5756956;296.7;PK;V2RenPS1;PDS Renčova 28-36
Renčova 32a;PKV2 Renčova 32a;Řečkovice;49.2466886;16.5756956;296.7;PK;Re2PS1MT;Měření Renčova 28-36
Renneská třída 38;VS Renneská 38;Štýřice;49.1804814;16.5984561;208.5;HV;VSR38KOT;Ohřívače VS Renneská
Renneská třída 38;VS Renneská 38;Štýřice;49.1804814;16.5984561;208.5;HV;VSR38STR;Strojovna VS Renneská
Renneská třída 44;VS Renneská 44;Štýřice;49.1802433;16.5981447;209.0;HV;VSR44KOT;Ohřívače VS Renneská
Renneská třída 44;VS Renneská 44;Štýřice;49.1802433;16.5981447;209.0;HV;VSR44STR;Strojovna VS Renneská
Renneská třída 45;VS Renneská 45;Štýřice;49.1780306;16.5977489;209.8;HV;VSRenSTR;Strojovna VS Renneská
Renneská třída 45;VS Renneská 45;Štýřice;49.1780306;16.5977489;209.8;HV;VSRenMT;Měření VS Renneská
Renneská třída 45;VS Renneská 45;Štýřice;49.1780306;16.5977489;209.8;HV;VSRenPS1;PDS Renn.39,Vsetin.14
Renneská třída 45;VS Renneská 45;Štýřice;49.1780306;16.5977489;209.8;HV;RenPS1MT;Měření Renn.39,Vsetin.14
Renneská třída 48;VS Renneská 48;Štýřice;49.1797139;16.5976522;210.8;HV;VSR48KOT;Ohřívače VS Renneská
Renneská třída 48;VS Renneská 48;Štýřice;49.1797139;16.5976522;210.8;HV;VSR48STR;Strojovna VS Renneská
Richtrova 5a;PK K2 Richtrova;Kohoutovice;49.1954253;16.5414228;346.5;PK;K2RicKOT;Kotle K2 Richterova
Richtrova 5a;PK K2 Richtrova;Kohoutovice;49.1954253;16.5414228;346.5;PK;K2RicSTR;Strojovna K2 Richterova
Rolnická 1a;PK K24 Rolnická;Bohunice;49.1659572;16.5782283;235.5;PK;K24RoKOT;Kotle K24 Rolnická
Rolnická 1a;PK K24 Rolnická;Bohunice;49.1659572;16.5782283;235.5;PK;K24RoSTR;TUV K24 Rolnická
Řezáčova 58a;PK Experiment;Komín;49.2261092;16.5571417;249.8;PK;ExperKOT;Kotle Experiment
Řezáčova 58a;PK Experiment;Komín;49.2261092;16.5571417;249.8;PK;ExperSTR;Strojovna Experiment
Řezáčova 58a;PK Experiment;Komín;49.2261092;16.5571417;249.8;PK;ExperMT;Měření Řezáčova 58,62
Řezáčova 24a;PKK7 Řezáčova 24a;Komín;49.2246850;16.5597264;241.7;PK;K7RezKOT;Kotle K7 Řezáčova
Řezáčova 24a;PKK7 Řezáčova 24a;Komín;49.2246850;16.5597264;241.7;PK;K7RezSTR;Strojovna K7 Řezáčova
Řezáčova 24a;PKK7 Řezáčova 24a;Komín;49.2246850;16.5597264;241.7;PK;K7RezMT;Měření K7 Řezáčova
Řezáčova 24a;PKK7 Řezáčova 24a;Komín;49.2246850;16.5597264;241.7;PK;K7RezPS1;PDS Řezá.2,6,10,14,18,22
Řezáčova 24a;PKK7 Řezáčova 24a;Komín;49.2246850;16.5597264;241.7;PK;RezPS1MT;Měř.Řezá.2,6,10,14,18,22
Řezáčova 56a;PKK8 Řezáčova 56a;Komín;49.2258903;16.5584364;245.7;PK;K8RezKOT;Kotle K8 Řezáčova
Řezáčova 56a;PKK8 Řezáčova 56a;Komín;49.2258903;16.5584364;245.7;PK;K8RezSTR;Strojovna K8 Řezáčova
Řezáčova 56a;PKK8 Řezáčova 56a;Komín;49.2258903;16.5584364;245.7;PK;K8RezPS1;PDS Řezáčova 26,30,34,38
Řezáčova 56a;PKK8 Řezáčova 56a;Komín;49.2258903;16.5584364;245.7;PK;K8RezPS2;PDS Řezáčova 42,46,50,54
Řezáčova 56a;PKK8 Řezáčova 56a;Komín;49.2258903;16.5584364;245.7;PK;K8RezMT;Měření K8 Řezáčova
Řezáčova 56a;PKK8 Řezáčova 56a;Komín;49.2258903;16.5584364;245.7;PK;Re8PS1MT;Měř.Řezáčova 26,30,34,38
Řezáčova 56a;PKK8 Řezáčova 56a;Komín;49.2258903;16.5584364;245.7;PK;Re8PS2MT;Měř.Řezáčova 42,46,50,54
Řípská;VS CTPark;Černovice;49.181837;16.656827;241.3;PV;VsCTPKot;VS CTPark Kotelna
Řípská;VS CTPark;Černovice;49.181837;16.656827;241.3;PV;VsCTPMT;VS CTPark Měření
Řípská;VS CTPark;Černovice;49.181837;16.656827;241.3;PV;VsRiASTR;VS Řípská 17
Řípská;VS CTPark;Černovice;49.181837;16.656827;241.3;PV;VsRiBSTR;VS Řípská 17a
Řípská;VS CTPark;Černovice;49.181837;16.656827;241.3;PV;VsRiCSTR;VS Řípská 19
Řípská;VS CTPark;Černovice;49.181837;16.656827;241.3;PV;VsRiDSTR;VS Řípská 19a
Řípská;VS CTPark;Černovice;49.181837;16.656827;241.3;PV;VsRiESTR;VS Řípská 19b
Sabinova 1;VS Sabinova 1;Žabovřesky;49.2195894;16.5752506;242.7;HV;VsSa1STR;Strojovna Sabinova 1
Sabinova 1;VS Sabinova 1;Žabovřesky;49.2195894;16.5752506;242.7;HV;VsSab1MT;Měření Sabinova 1
Sabinova 2;VS Sabinova 2;Žabovřesky;49.2198297;16.5744850;244.1;HV;VsSa2STR;Strojovna Sabinova 2
Sabinova 2;VS Sabinova 2;Žabovřesky;49.2198297;16.5744850;244.1;HV;VsSab2MT;Měření Sabinova 2
Sabinova 4;VS Sabinova 4;Žabovřesky;49.2196333;16.5746439;242.5;HV;VsSa4STR;Strojovna Sabinova 4
Sabinova 4;VS Sabinova 4;Žabovřesky;49.2196333;16.5746439;242.5;HV;VsSab4MT;Měření Sabinova 4
Sabinova 6;VS Sabinova 6;Žabovřesky;49.2193781;16.5744778;240.7;HV;VsSa6STR;Strojovna Sabinova 6
Sabinova 6;VS Sabinova 6;Žabovřesky;49.2193781;16.5744778;240.7;HV;VsSab6MT;Měření Sabinova 6
Sedláčkova 12;PS Sedláčk. 12-34;Líšeň;49.2036181;16.6674803;273.2;HV;VSSedPSA;PS Sedláčkova 20-26
Sedláčkova 12;PS Sedláčk. 12-34;Líšeň;49.2036181;16.6674803;273.2;HV;VSSedPSB;PS Sedláčkova 20-34
Sedláčkova 12;PS Sedláčk. 12-34;Líšeň;49.2036181;16.6674803;273.2;HV;VSSedPSC;PS Sedláčkova 12-18
Sedláčkova 12;PS Sedláčk. 12-34;Líšeň;49.2036181;16.6674803;273.2;HV;MTSedPSA;Měření Sedláčkova 20-26
Sedláčkova 12;PS Sedláčk. 12-34;Líšeň;49.2036181;16.6674803;273.2;HV;MTSedPSB;Měření Sedláčkova 20-34
Sedláčkova 12;PS Sedláčk. 12-34;Líšeň;49.2036181;16.6674803;273.2;HV;MTSedPSC;Měření Sedláčkova 12-18
Sibiřská 60;PK Sibiřská 60;Řečkovice;49.2487244;16.5756528;302.7;PK;Sib60KOT;Kotle Sibiřská 60
Sibiřská 60;PK Sibiřská 60;Řečkovice;49.2487244;16.5756528;302.7;PK;Sib60STR;Strojovna Sibiřská 60
Sibiřská 62;PK Sibiřská 62;Řečkovice;49.2425847;16.5806467;271.4;PK;Sib62KOT;Kotle Sibiřská 62
Sibiřská 62;PK Sibiřská 62;Řečkovice;49.2425847;16.5806467;271.4;PK;Sib62STR;Strojovna Sibiřská 62
Sibiřská 64;PK Sibiřská 64;Řečkovice;49.2420811;16.5806531;271.5;PK;Sib64KOT;Kotle Sibiřská 64
Sibiřská 64;PK Sibiřská 64;Řečkovice;49.2420811;16.5806531;271.5;PK;Sib64STR;Strojovna Sibiřská 64
Sosnová 15b;PK F2 Sosnová 15b;Jundrov;49.2064853;16.5488158;238.2;PK;F2SosKOT;Kotle F2 Sosnova
Sosnová 15b;PK F2 Sosnová 15b;Jundrov;49.2064853;16.5488158;238.2;PK;F2SosSTR;Strojovna  F2 Sosnova
Šrámkova 2;HO2 Šrámkova 2;Lesná;49.2229000;16.6273000;262.0;HV;HO2SrKOT;Kotle HO2 Šrámkova
Šrámkova 2;HO2 Šrámkova 2;Lesná;49.2229000;16.6273000;262.0;HV;HO2SrSTR;Stroj. HO2 Šrámkova
Šromova 36a;PKC Šromova 36a;Chrlice;49.1295667;16.6521514;196.9;PK;C_SroKOT;C Šromova kotle
Šromova 36a;PKC Šromova 36a;Chrlice;49.1295667;16.6521514;196.9;PK;C_SroSTR;Strojovna C Šromova
Šromova 36a;PKC Šromova 36a;Chrlice;49.1295667;16.6521514;196.9;PK;C_SroMT;Měření C Šromova
Šromova 45a;PKB Šromova 45a;Chrlice;49.1300739;16.6526347;198.0;PK;B_SroKOT;B Šromova kotle
Šromova 45a;PKB Šromova 45a;Chrlice;49.1300739;16.6526347;198.0;PK;B_SroSTR;Strojovna B Šromova
Šromova 45a;PKB Šromova 45a;Chrlice;49.1300739;16.6526347;198.0;PK;B_SroMT;Měření B Šromova
Souběžná 11;VS Souběžná 11;Juliánov;49.1913711;16.6566542;243.5;HV;VSS11KOT;Výměníky VS Souběžná 11
Souběžná 11;VS Souběžná 11;Juliánov;49.1913711;16.6566542;243.5;HV;VSS11STR;Strojovna VS Souběžná 11
Souběžná 11;VS Souběžná 11;Juliánov;49.1913711;16.6566542;243.5;HV;VSS11MT;Měření VS Souběžná 11
Souběžná 11;VS Souběžná 11;Juliánov;49.1913711;16.6566542;243.5;HV;VS11SPS1;PDS Soubezna+Juliano.nam
Souběžná 11;VS Souběžná 11;Juliánov;49.1913711;16.6566542;243.5;HV;VS11SPS2;PDS Zavodskeho+Slatinska
Souběžná 11;VS Souběžná 11;Juliánov;49.1913711;16.6566542;243.5;HV;VS11SPS3;PDS Krasneho+Mazourova
Souběžná 11;VS Souběžná 11;Juliánov;49.1913711;16.6566542;243.5;HV;SouPS1MT;Mereni Soubezna+Jul.nam.
Souběžná 11;VS Souběžná 11;Juliánov;49.1913711;16.6566542;243.5;HV;ZavPS2MT;Mereni Zavodskeho+Slatin
Souběžná 11;VS Souběžná 11;Juliánov;49.1913711;16.6566542;243.5;HV;KraPS3MT;Mereni Krasneho+Mazouro.
Souběžná 21;VS Souběžná 21;Juliánov;49.1907500;16.6586225;244.8;HV;VSS21KOT;Výměníky VS Souběžná 21
Souběžná 21;VS Souběžná 21;Juliánov;49.1907500;16.6586225;244.8;HV;VSS21STR;Strojovna VS Souběžná 21
Souběžná 21;VS Souběžná 21;Juliánov;49.1907500;16.6586225;244.8;HV;VSS21MT;Měření VS Souběžná 21
Součkova 1a;PKK26 Součkova 1a;Komín;49.2210939;16.5527925;217.3;PK;K26SoKOT;Kotle K26 Součkova
Součkova 1a;PKK26 Součkova 1a;Komín;49.2210939;16.5527925;217.3;PK;K26SoSTR;Strojovna K26 Součkova
Souhrady 11;PK K20 Souhrady;Bohunice;49.1654575;16.5725936;235.6;PK;K20SoKOT;Kotle K20 Souhrady
Souhrady 11;PK K20 Souhrady;Bohunice;49.1654575;16.5725936;235.6;PK;K20SoSTR;Strojovna K20 Souhrady
Sovinec 26;VS Sovinec 26;Štýřice;49.1730575;16.5947417;227.2;HV;VSSovKOT;Ohřívače VS Sovinec
Sovinec 26;VS Sovinec 26;Štýřice;49.1730575;16.5947417;227.2;HV;VSSovSTR;Strojovna VS Sovinec
Sovinec 26;VS Sovinec 26;Štýřice;49.1730575;16.5947417;227.2;HV;VSSovMT;Měření VS Sovinec
Sovinec 26;VS Sovinec 26;Štýřice;49.1730575;16.5947417;227.2;HV;VSSovPS1;PDS Vysoká 2-12
Sovinec 26;VS Sovinec 26;Štýřice;49.1730575;16.5947417;227.2;HV;SovPs1MT;Měření PDS Vysoká 2-12
Spodní 2a;PK K23 Spodní;Bohunice;49.1653019;16.5766025;227.2;PK;K23SpKOT;Kotle K23 Spodní
Spodní 2a;PK K23 Spodní;Bohunice;49.1653019;16.5766025;227.2;PK;K23SpSTR;TUV K23 Spodní
Starobrněnská 20;VS Starobrněn.20;Střed;49.1925636;16.6062903;236.7;HV;Sta20STR;Stroj. Starobrn.20
Stavební 9;VS Stavební 9;Střed;49.1936272;16.6234414;201.8;HV;VSStaKot;Topení VS Stavební kot
Stavební 9;VS Stavební 9;Střed;49.1936272;16.6234414;201.8;HV;VSStaStr;Topení VS Stavební stroj
Strnadova 14;VS Strnad.14 Char.;Líšeň;49.2051486;16.6693703;280.3;HV;VSt14STR;Str.VS Strnad.14 Char.
Strnadova 13;VS Strnadova13 Mš ;Líšeň;49.2053800;16.6683628;279.9;HV;VSt13STR;Str.VS Strnadova 13 Mš
Svážná 27;CVKV Svážná 27;Kamenný Vrch;49.1749586;16.5514572;270.1;PK;CZTKAKOT;CZT Kameňák n.kotle
Svážná 27;CVKV Svážná 27;Kamenný Vrch;49.1749586;16.5514572;270.1;PK;CZTKASTR;CZT Kameňák n.strojovna
Svážná 27;CVKV Svážná 27;Kamenný Vrch;49.1749586;16.5514572;270.1;PK;CZTKVKOT;CZT Kameňák kotle
Svážná 27;CVKV Svážná 27;Kamenný Vrch;49.1749586;16.5514572;270.1;PK;CZTKVSTR;CZT Kameňák strojovna
Svážná 27;CVKV Svážná 27;Kamenný Vrch;49.1749586;16.5514572;270.1;PK;CZTKVST2;CZT Kameňák zázemí
Svážná 27;CVKV Svážná 27;Kamenný Vrch;49.1749586;16.5514572;270.1;PK;CZTKVMaR;CZT Kameňák měření
Svážná 27;CVKV Svážná 27;Kamenný Vrch;49.1749586;16.5514572;270.1;PK;CZTKAKog;CZT Kameňák kogenerace
Šeříková 46;PK F1 Šeříkova 46;Jundrov;49.2072747;16.5474475;242.3;PK;F1SerKOT;Kotle F1 Šeříkova
Šeříková 46;PK F1 Šeříkova 46;Jundrov;49.2072747;16.5474475;242.3;PK;F1SerSTR;Strojovna  F1 Šeříkova
Špitálka 7a;Špitálka 6 - správní budova;Zábrdovice;49.1964992;16.6232528;201.6;HV;Špitálka\Správní_budova;?
Šrámkova 14;VS MŠ Šrámkova 14;Lesná;49.2264525;16.6252514;278.8;HV;MsSraKOT;Vs MS Šrámkova
Synkova 24;VS2 Synkova 24;Líšeň;49.2051661;16.6754614;287.4;HV;VS2SyKOT;Kotle VS2 Synkova
Synkova 24;VS2 Synkova 24;Líšeň;49.2051661;16.6754614;287.4;HV;VS2SySTR;Stroj. VS2 Synkova
Synkova 24;VS2 Synkova 24;Líšeň;49.2051661;16.6754614;287.4;HV;VSSynPS1;PDS Zikova 2-14
Synkova 24;VS2 Synkova 24;Líšeň;49.2051661;16.6754614;287.4;HV;VSSynPS2;PDS Zikova 16-26
Synkova 24;VS2 Synkova 24;Líšeň;49.2051661;16.6754614;287.4;HV;VSSynPS3;PDS Synkova 18-24
Synkova 24;VS2 Synkova 24;Líšeň;49.2051661;16.6754614;287.4;HV;SynPS1MT;Měření Zikova 2-14
Synkova 24;VS2 Synkova 24;Líšeň;49.2051661;16.6754614;287.4;HV;SynPS2MT;Měření Zikova 16-26
Synkova 24;VS2 Synkova 24;Líšeň;49.2051661;16.6754614;287.4;HV;SynPS3MT;Měření Synkova 18-24
Škrétova 8a;PKŠK Škrétova 8a;Řečkovice;49.2484775;16.5752108;303.2;PK;SKSkrKOT;Kotle ŠK Škrétova
Škrétova 8a;PKŠK Škrétova 8a;Řečkovice;49.2484775;16.5752108;303.2;PK;SKSkrSTR;Strojovna ŠK Škrétova
Škrétova 8a;PKŠK Škrétova 8a;Řečkovice;49.2484775;16.5752108;303.2;PK;SKSkrMT;Měření ŠK Škrétova
Škrétova 8a;PKŠK Škrétova 8a;Řečkovice;49.2484775;16.5752108;303.2;PK;SKSkrPS1;PDS Škrétova 4-10
Škrétova 8a;PKŠK Škrétova 8a;Řečkovice;49.2484775;16.5752108;303.2;PK;SkrPS1MT;Měření Škrétova 4-10
Štefáčkova 13;VS14 Štefáčkova;Líšeň;49.2086544;16.6899906;332.5;HV;V14StKOT;Kotle VS14 Štefáčkova
Štefáčkova 13;VS14 Štefáčkova;Líšeň;49.2086544;16.6899906;332.5;HV;V14StSTR;Stroj. VS14 Štefáčkova
Štefáčkova 13;VS14 Štefáčkova;Líšeň;49.2086544;16.6899906;332.5;HV;V14StMT;Meření VS14 Štefáčkova
Štefáčkova 13;VS14 Štefáčkova;Líšeň;49.2086544;16.6899906;332.5;HV;V14StPS1;Strnadova 2,4,6,8,10,12
Štefáčkova 13;VS14 Štefáčkova;Líšeň;49.2086544;16.6899906;332.5;HV;V14StPS2;Štefáčkova 1,3,5,7,9,11
Štefáčkova 13;VS14 Štefáčkova;Líšeň;49.2086544;16.6899906;332.5;HV;V14StPS3;Štefáčkova 15
